transaction_id,shard_id,status,is_cross_shard,latency,value,gas_price,gas_limit,source_shard,target_shard
a5321113-945b-4246-a93e-f2d60abf85ab,0,processed,True,-1,28.622168873530242,1.0,31059,0,3
24edb2f7-d962-4fed-9a35-f884f2e5d34d,0,processed,True,-1,98.04604679309489,1.0,37398,0,2
3dd28395-54a7-4814-a927-93c8b88f1de1,0,processed,True,-1,6.06031197610251,1.0,57148,0,3
bca5b7ad-ead5-4fa9-b864-07487c8c7036,0,processed,True,-1,31.839728086286883,1.0,37316,0,2
43ce763a-f62e-42be-996c-c84a3ba39110,0,processed,True,-1,54.57307079109025,1.0,22900,0,2
94fb9cff-fa6d-4b16-96ae-f62292d2efa2,0,processed,True,-1,65.48207365835665,1.0,39460,0,3
6b5836e2-5406-44b5-978d-cb64488edaea,0,processed,True,-1,95.08576076870372,1.0,34780,0,1
5ffa5e2d-c690-40b2-a67d-7e77c96ce03a,0,processed,True,-1,73.29599551914241,1.0,42833,0,2
05d79157-b4f0-46c0-8f71-45467c5cbbd0,0,processed,True,-1,102.98385934456424,1.0,24346,0,3
2fdf8488-4f06-470d-8db6-1a5e0b782d0a,0,processed,True,-1,227.89582361450624,1.0,41181,0,2
6534b564-0807-48f8-a266-0b7febfd6bef,0,processed,True,-1,146.01453356904912,1.0,33180,0,2
83b3d5f2-5ef6-4093-bd92-25de951eb3b4,0,processed,True,-1,9.391624472767367,1.0,60954,0,1
34726da0-736e-492c-bd7e-1291f6df7d9c,0,processed,True,-1,16.136991485833608,1.0,31668,0,2
80c9a3b8-902b-4e80-83a9-a1170781b72b,0,processed,True,-1,27.97942761684175,1.0,68504,0,2
7ab01a46-20b6-44af-85fd-8e325b0f09ed,0,processed,True,-1,213.07542539727535,1.0,66035,0,1
715019c2-c077-4ae3-93fc-6dadf257aada,0,processed,True,-1,112.20140594311346,1.0,54989,0,3
71ae3011-ce7f-4ed8-89f5-d93751528f3a,0,processed,True,-1,141.47388824629263,1.0,64801,0,1
