transaction_id,shard_id,status,is_cross_shard,latency,value,gas_price,gas_limit,source_shard,target_shard
358c4905-d1b4-4f2a-b770-1c94d5462b67,0,processed,True,-1,78.36945724050194,1.0,66907,0,1
08b00645-5ba6-42c6-8653-84f565c73666,0,processed,True,-1,13.003481393748267,1.0,65855,0,2
50050611-1f3b-4939-8ff5-99501d9f09e6,0,processed,True,-1,30.65409259323319,1.0,65497,0,2
f92b28f0-86ad-4818-99db-8d02d136773d,0,processed,True,-1,187.10356164671907,1.0,70280,0,1
d77daa1b-d2ce-498c-a047-be49a276e8d7,0,processed,True,-1,144.98405594468494,1.0,46445,0,3
934ce861-3b53-4c8d-836a-e3151dcd32c1,0,processed,True,-1,62.216137134395645,1.0,22988,0,2
bfc3f2a1-b48e-4a01-a87a-e10beb11cf35,0,processed,True,-1,26.466295157857495,1.0,24105,0,2
31eaa9fe-f96a-4fb2-ac10-32c655f88480,0,processed,True,-1,64.55324960332464,1.0,28021,0,1
bc84ee94-40b5-4375-ae06-d5c65886b22d,0,processed,True,-1,169.47219394415058,1.0,33162,0,3
1f1a7a17-2747-41c6-9a3c-67232cfa7ddb,0,processed,True,-1,15.299182384935037,1.0,29920,0,3
85ce298b-325b-4d0f-b99b-e9b1553e78ec,0,processed,True,-1,103.4192292359133,1.0,50495,0,3
dc47a08e-ab62-450e-a0aa-34c6480ecdc4,0,processed,True,-1,522.0426945515898,1.0,31556,0,3
bf9b70bd-e135-45bf-9886-bc91b7bbfa85,0,processed,True,-1,3.8260531933007593,1.0,30721,0,3
e42c2bf3-cc60-44c2-bfd2-e9ada6c00283,0,processed,True,-1,33.45740029755838,1.0,39692,0,2
b08b1114-aef3-4337-aed0-02afe68c7336,0,processed,True,-1,341.61128894743405,1.0,34176,0,1
975a364f-3067-46bf-b486-b6bb7fe6ab7a,0,processed,True,-1,236.0723194898748,1.0,22959,0,1
8866a3f5-024e-44cf-8fa1-6e5c39df1cd8,0,processed,True,-1,18.542818617073493,1.0,63178,0,1
afd17c42-7875-462b-88f9-df4c0ff7aa75,0,processed,True,-1,64.61176569557284,1.0,70840,0,2
f416e530-5aa0-4156-affd-826399b18ebc,0,processed,True,-1,91.38538048967158,1.0,24964,0,1
f55461f0-b6c0-42fa-a67a-a584da61c55a,0,processed,True,-1,35.2102599358787,1.0,67129,0,3
c7fb5344-531b-422c-b07c-838fedb9e42b,0,processed,True,-1,39.095669672554465,1.0,34140,0,2
83e50f14-8bfb-49d1-960e-f75e9f0dbf74,0,processed,True,-1,22.43923189334538,1.0,65348,0,1
ff520f43-df46-4ddd-8ed1-ffea7fd78d06,0,processed,True,-1,202.8975937144207,1.0,56532,0,2
f05476be-a5ce-4806-ac1e-2f04aecedc80,0,processed,True,-1,143.83738930883746,1.0,49809,0,1
58bdeea6-0c75-41ce-8cec-feec8173457f,0,processed,True,-1,116.59153423889663,1.0,35954,0,2
157900c2-d636-4f0e-9cd8-b71181d4c2e1,0,processed,True,-1,55.91923088617432,1.0,34411,0,1
4693e40c-1a05-47be-8aba-8d1b5cdad3c7,0,processed,True,-1,14.476128463158863,1.0,41572,0,1
4171c8c5-ea0d-4670-86ed-8d34239beb02,0,processed,True,-1,99.07030556679412,1.0,58362,0,1
84faaf6c-a317-4630-b77e-dc33a001cb22,0,processed,True,-1,30.952660153739437,1.0,27571,0,2
f65681c3-7862-4bf1-b9a8-16d5118ca937,0,processed,True,-1,18.26459009707447,1.0,35548,0,1
d8b89c95-c57e-4c50-aa70-f0582321c0ce,0,processed,True,-1,207.78452615354408,1.0,70451,0,1
d20657f6-f221-49cc-bf38-887b5d8b0110,0,processed,True,-1,58.67165882686828,1.0,38016,0,3
a88939be-4a2c-4f42-9274-9d497b44638a,0,processed,True,-1,27.48731439716643,1.0,23153,0,3
ee9c9133-30c3-4fac-a2ec-a3077968f59c,0,processed,True,-1,57.63546302427481,1.0,32456,0,3
2ee53374-baa3-4dff-ba68-d1586d08eeb9,0,processed,True,-1,75.86347802563577,1.0,66150,0,2
cc8ec2ae-ad09-4b25-8d12-834b33db298c,0,processed,True,-1,29.463356691111276,1.0,51389,0,1
77788833-f685-409a-b092-a2b957ae98f9,0,processed,True,-1,0.2816918324650361,1.0,63873,0,2
becbfc00-774d-4b56-aee0-720ae8b2c4fb,0,processed,True,-1,92.22053122634736,1.0,37234,0,1
a889ca90-3de0-4040-a0c4-2ebe6d6afe7d,0,processed,True,-1,69.56603892421916,1.0,62856,0,3
a38fed8d-54e4-4b38-9018-7f7b531bcd7e,0,processed,True,-1,217.735145905867,1.0,40823,0,2
5cd25a6a-0bd4-4f47-af51-0ad3e9e82b95,0,processed,True,-1,95.87959146226038,1.0,34111,0,2
85b1f1e3-eb7c-4a61-ba7c-c448675e8990,0,processed,True,-1,130.33644184728456,1.0,64707,0,3
c5322424-d7d1-4914-a142-beb91361ce5f,0,processed,True,-1,44.10384933181984,1.0,64057,0,2
0a3cc8ed-d197-4f5f-b9d4-ccbf112420e8,0,processed,True,-1,22.371389721256797,1.0,69126,0,2
767663c7-221c-4d4a-b205-53cb433e1579,0,processed,True,-1,51.96974840894655,1.0,35774,0,1
15292aea-a0fc-47ca-a88a-98f4e0dc1033,0,processed,True,-1,28.899352456921285,1.0,69540,0,2
161a98e7-adda-4c0c-91c9-d1686261d173,0,processed,True,-1,62.67788636537871,1.0,36134,0,1
7abdcd79-f74a-42aa-8d3e-b8fea9ec919d,0,processed,True,-1,16.868334227603615,1.0,39466,0,2
300338c6-380d-4d53-ab65-37cf42201242,0,processed,True,-1,121.5007886707505,1.0,51890,0,1
5ca48610-a6c3-4855-8973-11f31b017d92,0,processed,True,-1,45.9189698954588,1.0,38768,0,3
a04f2807-5efa-460c-8985-ca0aa437027c,0,processed,True,-1,14.083808229918521,1.0,46405,0,3
93c8bdf8-fba9-4212-b1b5-9ab17632ead2,0,processed,True,-1,5.281342060819117,1.0,34859,0,1
1011bef6-041c-4f48-8cd9-c6a8a0253a7d,0,processed,True,-1,155.56837934404555,1.0,60137,0,1
843628ea-cacf-4993-a571-41f11bd7ba79,0,processed,True,-1,16.73775680631018,1.0,59191,0,1
e8fa1c89-7c6e-4f9d-8076-defbe8f1e110,0,processed,True,-1,97.90018179643735,1.0,70723,0,1
cb9f085b-7356-4fa3-9393-6f3384920c4c,0,processed,True,-1,62.6709401919496,1.0,32871,0,3
20ee6130-1f45-42c3-946e-a091a8f9eeef,0,processed,True,-1,35.482204745343275,1.0,65169,0,1
295d629d-b834-4e9a-9ba8-2f8fee3ba4f5,0,processed,True,-1,194.3398346864277,1.0,42445,0,3
a8195b06-5c03-4d91-9c91-2e3dd46d7e60,0,processed,True,-1,8.292296241274574,1.0,31082,0,3
7704627d-bb0d-4d75-b6ba-ac32e782c9bf,0,processed,True,-1,332.4889841080176,1.0,61735,0,3
7756f82c-33d7-42d3-8891-288b2e336ce9,0,processed,True,-1,25.47275178318594,1.0,67956,0,1
66ab722f-9bba-4dc5-bfc9-6ea3579b8e55,0,processed,True,-1,180.69053290905637,1.0,64645,0,1
8d58fa3c-7f66-421c-940b-c3e9989ba892,0,processed,True,-1,138.49678621589953,1.0,24710,0,3
811fb867-f7dc-4d87-b352-1d5e514699e5,0,processed,True,-1,113.20070357751449,1.0,50371,0,3
ba88d47b-2b58-47ea-a735-10e453a6ab8c,0,processed,True,-1,9.830611851776967,1.0,35693,0,3
324df85c-6596-443b-9c76-41aefe5e896e,0,processed,True,-1,80.22025016830987,1.0,55365,0,1
5bc863cb-feeb-4355-b67d-77ad23bced8f,0,processed,True,-1,55.481300850781764,1.0,57763,0,2
deb5e7c9-6c75-4ace-8fa9-79673ef1c1a0,0,processed,True,-1,3.6819602397287268,1.0,41513,0,2
9dbff977-3696-4c33-9aeb-f52efbb7e055,0,processed,True,-1,116.6283182657319,1.0,23769,0,3
895090d7-e6b8-4a22-891b-97dd256343e0,0,processed,True,-1,49.469235364181664,1.0,47226,0,3
4e7f965f-ab27-42ec-ac19-489e8caa8f46,0,processed,True,-1,292.18805099409934,1.0,44032,0,3
5bad52e3-80af-483c-a7b6-96d8b3f76ca2,0,processed,True,-1,34.17556027540424,1.0,29950,0,3
b036e3d8-2d87-4909-a35c-11e1edca7e41,0,processed,True,-1,0.9503337798762924,1.0,22115,0,3
8ddf48e9-8065-475a-bc09-c6d839cfc9d3,0,processed,True,-1,52.60578806336811,1.0,61450,0,3
bf3c46ec-45bc-473b-9d2f-da7eba8c4585,0,processed,True,-1,41.564619620679224,1.0,57469,0,3
b2955818-bf16-4640-9e92-94f85d5af9c3,0,processed,True,-1,7.799004944519922,1.0,68850,0,1
4a2c46a9-1117-4716-aee7-16fd77b2597c,0,processed,True,-1,9.039579588101496,1.0,68554,0,1
2686bcb0-5378-40e0-aa8a-e127cce75010,0,processed,True,-1,56.96439637626717,1.0,35079,0,3
f2fc359b-1a31-41ef-8696-82440de67b25,0,processed,True,-1,12.79987988146693,1.0,55432,0,2
8b75baff-dc81-4166-8aec-46429efad593,0,processed,True,-1,29.543339335798496,1.0,35641,0,3
23ca088b-c8a4-4e33-a8f2-c0dd86778e95,0,processed,True,-1,25.450132419071135,1.0,61868,0,1
ad404f49-ba1c-49d2-8378-526b8c82ec49,0,processed,True,-1,2.524042436491029,1.0,55369,0,2
6054c39f-9f5d-4cdd-8cec-482aea287977,0,processed,True,-1,237.5966820307961,1.0,27370,0,2
993ded45-af40-4378-b817-5f3abfc34199,0,processed,True,-1,83.60181666983458,1.0,22969,0,3
1177bc92-6700-422c-ae05-0e4913267eac,0,processed,True,-1,186.9563025751203,1.0,54911,0,1
36448792-2f60-45c2-bada-9688557021ce,0,processed,True,-1,27.63291784770049,1.0,58010,0,3
c2b4c5e1-ccf0-4247-bcb8-c6b83ccb9393,0,processed,True,-1,157.25180788089006,1.0,67110,0,3
297c83ff-edfa-4bc8-8e7f-facc0c2c51a9,0,processed,True,-1,55.454846647797375,1.0,22678,0,3
d1e6ba5a-bbcc-4a51-a006-fa1f119646b4,0,processed,True,-1,84.16341447321972,1.0,27505,0,2
0d1a13ab-0796-4b42-b92c-101d34b74c0b,0,processed,True,-1,46.60010777449685,1.0,48296,0,2
44204a1e-e7c4-4dbc-b0e2-bfcc185961bf,0,processed,True,-1,240.87408847752775,1.0,35052,0,3
71a15bdf-c65c-48b7-8350-1f1bed7cc2d7,0,processed,True,-1,51.84253809465705,1.0,70282,0,2
c49d63c3-f73c-4bed-8ea1-afd2a8a5648a,0,processed,True,-1,121.25455309262469,1.0,30608,0,2
c5c54811-f187-4f54-82e4-8abdf8459e0f,0,processed,True,-1,74.77201752317342,1.0,36089,0,3
4adfa2fe-52cc-4608-97ec-4c541c73f984,0,processed,True,-1,55.254111336215175,1.0,38223,0,3
9db8c73a-27a2-474c-a485-d527871e99af,0,processed,True,-1,29.44316719258604,1.0,33827,0,3
91f80cc0-93d0-474b-a3a2-4e24afc70e6b,0,processed,True,-1,1.844275853090504,1.0,25878,0,1
ed809913-35eb-446b-8942-741d69abd97a,0,processed,True,-1,61.22322059670442,1.0,64062,0,1
312b99e6-653d-4c03-9b06-d38c451dbc07,0,processed,True,-1,194.22861488554102,1.0,70951,0,3
38f6bc99-0595-475a-a987-3eb74ce92696,0,processed,True,-1,268.1957582323129,1.0,48010,0,3
d4ccd474-a5bb-421e-8787-d4d0daf6b970,0,processed,True,-1,124.92883304035915,1.0,35806,0,2
2dddc27b-af3b-40a7-b89b-959d7f53d13f,0,processed,True,-1,171.6688266346281,1.0,50810,0,3
d8057e2a-39fb-43a2-8813-90732201ca10,0,processed,True,-1,8.31977595539792,1.0,41648,0,2
36c1e4bb-18bf-4e64-8d24-a24a12ba32ce,0,processed,True,-1,120.49615356441872,1.0,60253,0,2
541c13f0-6d3a-4d46-bf63-a2bf2a3505c3,0,processed,True,-1,112.12848361871808,1.0,69738,0,2
a443cf19-032d-468d-9581-767574addf0b,0,processed,True,-1,1.2281706478780958,1.0,40496,0,3
8e8ab195-a4ab-44ce-8cd7-97ed8f60cc13,0,processed,True,-1,86.07285222595739,1.0,24086,0,2
9983d535-09a4-4c8a-8214-004ce0336351,0,processed,True,-1,196.5412224433713,1.0,48698,0,3
e01badad-4f9d-48e7-a6e5-18ab41b79196,0,processed,True,-1,24.6914077114708,1.0,54277,0,3
853d441e-afae-4770-a13b-a45017205e01,0,processed,True,-1,6.0412120183696,1.0,30925,0,2
f4cee196-c5cb-47c3-bd7c-bc6acd0407de,0,processed,True,-1,77.11632064639117,1.0,42381,0,2
13b38bc8-1ccf-46e7-abd0-6402efbcd9fc,0,processed,True,-1,295.9092096099012,1.0,27665,0,3
e9605a16-be8c-4a24-8845-85a50ca9f54d,0,processed,True,-1,48.406721067424655,1.0,51048,0,1
7385b7fe-b427-4b74-b841-1a0bf87c991d,0,processed,True,-1,227.6175721509866,1.0,62651,0,3
074976e1-ed2f-466f-9afe-ac2b9df8a2d3,0,processed,True,-1,287.3525087899394,1.0,53180,0,2
a82764b3-86ec-475c-9917-c321e4ac32cc,0,processed,True,-1,15.416508581364377,1.0,21508,0,2
9af2123c-8f36-4da8-ad0c-b3c82eff28d7,0,processed,True,-1,255.10802780531807,1.0,38253,0,2
e5607ae6-4a7a-46d4-ac48-cbd4405b609d,0,processed,True,-1,35.49836896609974,1.0,40496,0,3
5bc98895-c42f-4e5e-91c1-2ab695765124,0,processed,True,-1,17.837469192525845,1.0,54462,0,1
95d95509-76ff-47ab-9bef-b2161ab07245,0,processed,True,-1,8.933462780290423,1.0,59009,0,3
a6e5b695-3fc6-4454-9d96-1e6cc7eb3d2f,0,processed,True,-1,28.130594082878357,1.0,69798,0,3
863e588d-304c-4b7d-84dd-17c52f4beaed,0,processed,True,-1,41.02241161472456,1.0,55845,0,3
89ccf9bc-ad9a-49d5-9d16-e37b9d993e43,0,processed,True,-1,43.02892241936146,1.0,43726,0,2
e9a4aae4-440f-42f9-94e5-08798754568b,0,processed,True,-1,318.0253577354478,1.0,28411,0,3
e09b5549-6b41-4224-a4f4-55aa59f412ac,0,processed,True,-1,101.48820506857679,1.0,52985,0,2
f50aef35-cc01-4dad-90ca-19d3806a87f6,0,processed,True,-1,70.34019475735282,1.0,55535,0,2
384031cb-8ebf-4117-8621-134172a6cc44,0,processed,True,-1,142.88846754151552,1.0,22290,0,3
9647b9e0-5f39-4788-9f02-1144a08d4fb5,0,processed,True,-1,56.1743280607384,1.0,29411,0,1
