transaction_id,shard_id,status,is_cross_shard,latency,value,gas_price,gas_limit,source_shard,target_shard
39dc73b1-2e61-4f9a-bc0f-2ac19ca8aadd,0,processed,True,-1,284.37156888461976,1.0,69598,0,3
7b494646-3fba-4c59-af13-f86c3214b7f7,0,processed,True,-1,53.426357884352385,1.0,60380,0,2
3655d392-3158-4afd-aa18-b0b3b306f7fc,0,processed,True,-1,89.91564162895584,1.0,22807,0,3
e983bea2-6fd0-4ee1-9eec-ebf083696b28,0,processed,True,-1,82.27811274196296,1.0,45751,0,3
4b7a2d7a-1ec6-4131-8f2b-f8af9107e8af,0,processed,True,-1,40.842714649733594,1.0,51889,0,2
e7cba67c-25b8-4b90-afdc-d549acd46476,0,processed,True,-1,16.53627555862828,1.0,23634,0,3
e55eb356-72ee-4889-bb3e-4033bb2af769,0,processed,True,-1,174.44886694758134,1.0,21034,0,1
6af3ccfc-aeeb-442b-abf3-2f919cb97ae3,0,processed,True,-1,47.36842610382925,1.0,49846,0,3
fe5c6eb5-c344-4d9e-ad44-41a7e3ecba00,0,processed,True,-1,18.877710818267715,1.0,38707,0,2
8822069e-42b5-4e70-bb28-d1c1ea9efd40,0,processed,True,-1,0.4125713178944561,1.0,67439,0,2
60645247-4656-4396-a1b5-3bbec469955d,0,processed,True,-1,66.29211853648566,1.0,31724,0,2
f48741f9-4a26-40ce-aa02-6359eaa3adfe,0,processed,True,-1,187.4462934948209,1.0,49679,0,3
4d8e4b31-327d-453b-9b55-dee37932cd5c,0,processed,True,-1,76.82153509907471,1.0,51867,0,3
6a506769-fbb6-4d17-b2df-56129387a962,0,processed,True,-1,176.0489069094215,1.0,56374,0,2
edeac8ad-5eee-4201-b82f-a0092aba93e2,0,processed,True,-1,31.129914249674563,1.0,28736,0,2
7ba76640-c0ad-4356-8059-19af4ba2fb3e,0,processed,True,-1,0.4436101128848603,1.0,62789,0,2
0fbf7e05-fd94-4dc2-9742-0fa3268a0a49,0,processed,True,-1,616.1424999939596,1.0,45445,0,1
cef39916-93d9-4638-988b-7f994e2ea2fe,0,processed,True,-1,24.627200803152622,1.0,30005,0,2
2b180583-a879-463d-b4ea-e2daa0787df0,0,processed,True,-1,11.574786063026755,1.0,59980,0,2
2950cbc2-278c-4645-b7cd-8cc41fbbf68f,0,processed,True,-1,122.24236006412626,1.0,24629,0,2
30ed7d0d-8d7a-4550-9624-2eab1fdf1a6b,0,processed,True,-1,186.46452583763224,1.0,22530,0,3
d6dde9f3-d362-4ff0-8448-f8be03338509,0,processed,True,-1,26.0789174439216,1.0,64902,0,3
0c59284b-8acd-4d28-a364-dbae7a1febc8,0,processed,True,-1,142.9599327480766,1.0,58703,0,1
41b32a6e-9c82-4674-888f-90ec29b1e3d8,0,processed,True,-1,76.18837616057107,1.0,30776,0,2
bb48ad50-9a92-4618-ab50-556c7725e140,0,processed,True,-1,81.88073264515218,1.0,65513,0,2
bb9d810b-5fbd-465f-ad82-fe9bf37d483b,0,processed,True,-1,257.3027214402041,1.0,57628,0,3
11d007c2-54e8-4463-801b-31e47cbca13a,0,processed,True,-1,36.98045541034357,1.0,22663,0,3
28430e41-8a53-490b-b918-2c53a0980c60,0,processed,True,-1,256.3740927201192,1.0,61811,0,3
